id,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,release_date,anio,mes_num,nombre_mes,dia
195,Microsoft Flight Simulator,pc,1996,simulation,microsoft game studios,3.22,1.69,0.0,0.2,5.12,1996-03-30 00:00:00,1996,3,march,30
196,Guitar Hero II,ps2,2006,misc,redoctane,3.81,0.63,0.0,0.68,5.12,2006-11-07 00:00:00,2006,11,november,7
197,Resident Evil 5,ps3,2009,action,capcom,1.96,1.43,1.08,0.65,5.11,2009-11-08 00:00:00,2009,11,november,8
198,Grand Theft Auto V,xone,2014,action,take-two interactive,2.66,2.01,0.0,0.41,5.08,2014-05-01 00:00:00,2014,5,may,1
199,Grand Theft Auto: Vice City Stories,psp,2006,action,take-two interactive,1.7,2.02,0.16,1.21,5.08,2006-09-21 00:00:00,2006,9,september,21
200,FIFA Soccer 11,ps3,2010,sports,electronic arts,0.6,3.29,0.06,1.13,5.08,2010-06-05 00:00:00,2010,6,june,5
201,Super Mario Bros.,gb,1999,platform,nintendo,3.4,1.3,0.15,0.22,5.07,1999-02-04 00:00:00,1999,2,february,4
202,Resident Evil,ps,1996,action,virgin interactive,2.05,1.16,1.11,0.73,5.05,1996-09-22 00:00:00,1996,9,september,22
203,Tony Hawk's Pro Skater,ps,1999,sports,activision,3.42,1.38,0.02,0.2,5.02,1999-02-20 00:00:00,1999,2,february,20
204,Super Smash Bros. for Wii U and 3DS,wiiu,2014,fighting,nintendo,2.59,1.06,0.8,0.57,5.02,2014-03-21 00:00:00,2014,3,march,21
205,Warzone 2100,ps,1999,strategy,eidos interactive,2.79,1.89,0.0,0.33,5.01,1999-11-16 00:00:00,1999,11,november,16
206,Spyro the Dragon,ps,1998,platform,sony computer entertainment,3.36,1.36,0.07,0.21,5.0,1998-11-16 00:00:00,1998,11,november,16
207,Link's Crossbow Training,wii,2007,shooter,nintendo,3.06,1.18,0.29,0.46,5.0,2007-08-18 00:00:00,2007,8,august,18
208,Guitar Hero III: Legends of Rock,ps2,2007,misc,activision,3.49,0.01,0.01,1.48,4.98,2007-06-11 00:00:00,2007,6,june,11
209,Fallout 3,x360,2008,role-playing,bethesda softworks,3.39,1.03,0.09,0.44,4.96,2008-11-11 00:00:00,2008,11,november,11
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,ds,2007,role-playing,nintendo,1.85,1.2,1.54,0.37,4.96,2007-07-11 00:00:00,2007,7,july,11
211,Uncharted: Drake's Fortune,ps3,2007,action,sony computer entertainment,2.31,1.73,0.12,0.78,4.94,2007-01-03 00:00:00,2007,1,january,3
212,Madden NFL 06,ps2,2005,sports,electronic arts,3.98,0.26,0.01,0.66,4.91,2005-12-29 00:00:00,2005,12,december,29
213,LEGO Star Wars: The Complete Saga,ds,2007,action,lucasarts,2.89,1.54,0.0,0.46,4.9,2007-12-21 00:00:00,2007,12,december,21
214,Diddy Kong Racing,n64,1997,racing,nintendo,2.91,0.99,0.89,0.1,4.88,1997-04-20 00:00:00,1997,4,april,20
215,Monster Hunter Freedom 3,psp,2010,role-playing,capcom,0.0,0.0,4.87,0.0,4.87,2010-03-16 00:00:00,2010,3,march,16
216,Dr. Mario,nes,1990,puzzle,nintendo,2.62,0.6,1.52,0.1,4.85,1990-08-18 00:00:00,1990,8,august,18
217,God of War III,ps3,2010,action,sony computer entertainment,2.74,1.36,0.12,0.63,4.84,2010-03-03 00:00:00,2010,3,march,3
218,StarCraft II: Wings of Liberty,pc,2010,strategy,activision,2.56,1.68,0.0,0.59,4.83,2010-06-28 00:00:00,2010,6,june,28
219,Assassin's Creed,ps3,2007,adventure,ubisoft,1.91,2.0,0.09,0.83,4.83,2007-05-19 00:00:00,2007,5,may,19
220,FIFA 15,ps3,2014,sports,electronic arts,0.57,3.14,0.04,1.07,4.82,2014-09-07 00:00:00,2014,9,september,7
221,Crash Team Racing,ps,1999,racing,sony computer entertainment,2.57,1.57,0.44,0.21,4.79,1999-01-24 00:00:00,1999,1,january,24
222,FIFA 17,ps4,2016,sports,electronic arts,0.28,3.75,0.06,0.69,4.77,2016-10-30 00:00:00,2016,10,october,30
223,Batman: Arkham City,x360,2011,action,warner bros. interactive entertainment,2.99,1.31,0.04,0.41,4.76,2011-11-26 00:00:00,2011,11,november,26
224,Driver 2,ps,2000,action,atari,2.36,2.1,0.02,0.25,4.73,2000-01-05 00:00:00,2000,1,january,5
225,The Simpsons: Hit & Run,ps2,2003,racing,vivendi games,1.73,2.19,0.0,0.79,4.7,2003-08-30 00:00:00,2003,8,august,30
226,Tony Hawk's Pro Skater 2,ps,2000,sports,activision,3.05,1.41,0.02,0.2,4.68,2000-07-07 00:00:00,2000,7,july,7
227,Animal Crossing: City Folk,wii,2008,simulation,nintendo,1.87,1.12,1.32,0.37,4.68,2008-07-15 00:00:00,2008,7,july,15
228,The Lord of the Rings: The Two Towers,ps2,2002,action,electronic arts,1.94,1.95,0.08,0.7,4.67,2002-09-26 00:00:00,2002,9,september,26
229,Forza Motorsport 4,x360,2011,racing,microsoft game studios,2.08,2.04,0.06,0.47,4.64,2011-09-18 00:00:00,2011,9,september,18
230,Tomb Raider,ps,1996,action,eidos interactive,2.29,1.97,0.13,0.24,4.63,1996-03-21 00:00:00,1996,3,march,21
231,Guitar Hero III: Legends of Rock,wii,2007,misc,activision,3.06,1.12,0.0,0.44,4.62,2007-03-26 00:00:00,2007,3,march,26
232,The Legend of Zelda: A Link to the Past,snes,1991,action,nintendo,2.42,0.91,1.15,0.13,4.61,1991-05-27 00:00:00,1991,5,may,27
233,The Legend of Zelda: The Wind Waker,gc,2002,action,nintendo,2.6,0.99,0.89,0.13,4.6,2002-09-29 00:00:00,2002,9,september,29
234,Mario & Sonic at the Olympic Winter Games,wii,2009,sports,sega,1.89,1.99,0.22,0.48,4.58,2009-11-01 00:00:00,2009,11,november,1
235,Luigi's Mansion: Dark Moon,3ds,2013,action,nintendo,1.78,1.39,1.1,0.3,4.58,2013-05-30 00:00:00,2013,5,may,30
236,Splatoon,wiiu,2015,shooter,nintendo,1.55,1.15,1.44,0.43,4.57,2015-02-09 00:00:00,2015,2,february,9
237,The Last of Us,ps4,2014,action,sony computer entertainment,1.78,1.87,0.07,0.82,4.55,2014-07-18 00:00:00,2014,7,july,18
238,Guitar Hero III: Legends of Rock,x360,2007,misc,activision,3.19,0.92,0.01,0.42,4.53,2007-08-24 00:00:00,2007,8,august,24
239,Madden NFL 2005,ps2,2004,sports,electronic arts,4.18,0.26,0.01,0.08,4.53,2004-12-02 00:00:00,2004,12,december,2
240,Pitfall!,2600,1981,platform,activision,4.21,0.24,0.0,0.05,4.5,1981-01-16 00:00:00,1981,1,january,16
241,Madden NFL 07,ps2,2006,sports,electronic arts,3.63,0.24,0.01,0.61,4.49,2006-07-11 00:00:00,2006,7,july,11
242,Spider-Man: The Movie,ps2,2002,action,activision,2.71,1.51,0.03,0.23,4.48,2002-06-04 00:00:00,2002,6,june,4
243,Dragon Quest VII: Warriors of Eden,ps,2000,role-playing,enix corporation,0.2,0.14,4.1,0.02,4.47,2000-06-06 00:00:00,2000,6,june,6
244,Uncharted: The Nathan Drake Collection,ps4,2015,action,sony computer entertainment,1.96,1.69,0.08,0.74,4.47,2015-11-20 00:00:00,2015,11,november,20
245,Call of Duty: Advanced Warfare,ps3,2014,shooter,activision,1.54,1.94,0.19,0.77,4.45,2014-03-22 00:00:00,2014,3,march,22
246,God of War,ps2,2005,action,sony computer entertainment,2.71,1.29,0.02,0.43,4.45,2005-04-15 00:00:00,2005,4,april,15
247,Nintendo Land,wiiu,2012,misc,nintendo,2.55,1.11,0.46,0.33,4.44,2012-12-18 00:00:00,2012,12,december,18
248,Michael Jackson: The Experience,wii,2010,misc,ubisoft,2.67,1.35,0.01,0.39,4.42,2010-06-20 00:00:00,2010,6,june,20
249,Tony Hawk's Pro Skater 3,ps2,2001,sports,activision,2.66,1.29,0.01,0.46,4.41,2001-11-04 00:00:00,2001,11,november,4
250,Winning Eleven: Pro Evolution Soccer 2007,ps2,2006,sports,konami digital entertainment,0.1,2.39,1.05,0.86,4.39,2006-07-15 00:00:00,2006,7,july,15
251,The Elder Scrolls IV: Oblivion,x360,2006,role-playing,take-two interactive,2.82,1.05,0.13,0.4,4.39,2006-08-12 00:00:00,2006,8,august,12
252,Zelda II: The Adventure of Link,nes,1987,adventure,nintendo,2.19,0.5,1.61,0.08,4.38,1987-04-22 00:00:00,1987,4,april,22
253,Need for Speed: Most Wanted,ps2,2005,racing,electronic arts,2.03,1.79,0.08,0.47,4.37,2005-11-24 00:00:00,2005,11,november,24
254,Resistance: Fall of Man,ps3,2006,shooter,sony computer entertainment,1.73,1.73,0.14,0.75,4.35,2006-09-27 00:00:00,2006,9,september,27
255,Sonic the Hedgehog,gen,1991,platform,sega,3.03,0.91,0.26,0.13,4.34,1991-12-07 00:00:00,1991,12,december,7
256,Kingdom Hearts II,ps2,2005,role-playing,square enix,2.2,0.58,1.38,0.17,4.33,2005-09-23 00:00:00,2005,9,september,23
257,FIFA 14,x360,2013,sports,electronic arts,0.92,2.93,0.01,0.46,4.31,2013-05-11 00:00:00,2013,5,may,11
258,Call of Duty: Advanced Warfare,x360,2014,shooter,activision,2.75,1.18,0.0,0.37,4.31,2014-07-17 00:00:00,2014,7,july,17
259,Asteroids,2600,1980,shooter,atari,4.0,0.26,0.0,0.05,4.31,1980-08-20 00:00:00,1980,8,august,20
260,Fable II,x360,2008,role-playing,microsoft game studios,2.51,1.27,0.11,0.41,4.31,2008-06-06 00:00:00,2008,6,june,6
261,Halo 5: Guardians,xone,2015,shooter,microsoft game studios,2.64,1.2,0.03,0.39,4.26,2015-10-10 00:00:00,2015,10,october,10
262,Super Mario 3D World,wiiu,2013,platform,nintendo,2.11,1.11,0.72,0.3,4.25,2013-03-17 00:00:00,2013,3,march,17
263,Batman: Arkham Asylum,ps3,2009,action,eidos interactive,2.23,1.34,0.07,0.61,4.25,2009-09-24 00:00:00,2009,9,september,24
264,Assassin's Creed: Revelations,ps3,2011,action,ubisoft,1.41,2.02,0.1,0.72,4.24,2011-05-28 00:00:00,2011,5,may,28
265,Namco Museum,gba,2001,misc,namco bandai games,3.0,1.11,0.05,0.07,4.24,2001-01-24 00:00:00,2001,1,january,24
266,Metal Gear Solid 3: Snake Eater,ps2,2004,action,konami digital entertainment,1.46,0.0,0.83,1.93,4.23,2004-01-27 00:00:00,2004,1,january,27
267,Daxter,psp,2006,platform,sony computer entertainment,2.45,1.02,0.0,0.75,4.22,2006-11-27 00:00:00,2006,11,november,27
268,Warcraft II: Tides of Darkness,pc,1995,strategy,activision,1.7,2.27,0.0,0.23,4.21,1995-06-16 00:00:00,1995,6,june,16
269,The Legend of Zelda: Ocarina of Time,3ds,2011,action,nintendo,2.03,1.27,0.62,0.3,4.21,2011-07-25 00:00:00,2011,7,july,25
270,FIFA Soccer 06,ps2,2005,sports,electronic arts,0.78,2.55,0.04,0.84,4.21,2005-02-14 00:00:00,2005,2,february,14
271,EyeToy Play,ps2,2003,misc,sony computer entertainment,0.88,2.3,0.2,0.83,4.2,2003-03-29 00:00:00,2003,3,march,29
272,Uncharted 4: A Thief's End,ps4,2016,shooter,sony computer entertainment,1.3,2.07,0.18,0.65,4.2,2016-11-20 00:00:00,2016,11,november,20
273,Gran Turismo 5 Prologue,ps3,2007,racing,sony computer entertainment,1.28,1.83,0.57,0.53,4.2,2007-09-28 00:00:00,2007,9,september,28
274,Assassin's Creed: Revelations,x360,2011,action,ubisoft,2.25,1.47,0.04,0.43,4.19,2011-05-24 00:00:00,2011,5,may,24
275,Street Fighter IV,ps3,2009,fighting,capcom,2.02,1.06,0.58,0.53,4.19,2009-05-16 00:00:00,2009,5,may,16
276,FIFA 12,x360,2011,sports,electronic arts,0.84,2.79,0.02,0.53,4.19,2011-08-13 00:00:00,2011,8,august,13
277,Teenage Mutant Ninja Turtles,nes,1989,action,palcom,3.38,0.44,0.31,0.04,4.17,1989-04-25 00:00:00,1989,4,april,25
278,Excitebike,nes,1984,racing,nintendo,2.04,0.48,1.57,0.07,4.16,1984-12-11 00:00:00,1984,12,december,11
279,Frogger,ps,1997,action,hasbro interactive,3.79,0.27,0.0,0.11,4.16,1997-03-31 00:00:00,1997,3,march,31
280,Madden NFL 2003,ps2,2002,sports,electronic arts,3.36,0.21,0.01,0.56,4.14,2002-01-27 00:00:00,2002,1,january,27
281,Watch Dogs,ps4,2014,action,ubisoft,1.4,1.86,0.11,0.77,4.14,2014-04-20 00:00:00,2014,4,april,20
282,Half-Life,pc,1997,shooter,vivendi games,4.03,0.0,0.09,0.0,4.12,1997-04-10 00:00:00,1997,4,april,10
283,Super Mario World 2: Yoshi's Island,snes,1995,platform,nintendo,1.65,0.61,1.76,0.09,4.12,1995-03-26 00:00:00,1995,3,march,26
284,FIFA Soccer 07,ps2,2006,sports,electronic arts,0.71,2.48,0.03,0.89,4.11,2006-12-21 00:00:00,2006,12,december,21
285,The Legend of Zelda: Skyward Sword,wii,2011,action,nintendo,2.14,1.2,0.37,0.4,4.1,2011-06-09 00:00:00,2011,6,june,9
286,Street Fighter II Turbo,snes,1992,fighting,capcom,1.42,0.51,2.1,0.07,4.1,1992-09-01 00:00:00,1992,9,september,1
287,Carnival Games,wii,2007,misc,take-two interactive,2.13,1.5,0.05,0.42,4.1,2007-12-16 00:00:00,2007,12,december,16
288,Fallout 4,xone,2015,role-playing,bethesda softworks,2.45,1.26,0.01,0.37,4.09,2015-09-02 00:00:00,2015,9,september,2
289,World of Warcraft: The Burning Crusade,pc,2007,role-playing,activision,2.57,1.52,0.0,0.0,4.09,2007-05-18 00:00:00,2007,5,may,18
290,Fallout: New Vegas,x360,2010,role-playing,bethesda softworks,2.65,1.06,0.04,0.33,4.08,2010-07-25 00:00:00,2010,7,july,25
291,God of War II,ps2,2007,action,sony computer entertainment,2.32,0.04,0.04,1.67,4.07,2007-12-25 00:00:00,2007,12,december,25
292,Forza Motorsport 2,x360,2007,racing,microsoft game studios,2.35,1.28,0.03,0.41,4.06,2007-05-17 00:00:00,2007,5,may,17
293,World Soccer Winning Eleven 9,ps2,2005,sports,konami digital entertainment,0.12,2.26,0.9,0.77,4.06,2005-02-28 00:00:00,2005,2,february,28
294,Namco Museum Vol.3,ps,1996,misc,sony computer entertainment,2.28,1.55,0.16,0.06,4.05,1996-02-11 00:00:00,1996,2,february,11
295,Tekken Tag Tournament,ps2,2000,fighting,namco bandai games,1.68,1.51,0.51,0.35,4.05,2000-06-14 00:00:00,2000,6,june,14
296,Far Cry 4,ps4,2014,shooter,ubisoft,1.12,2.12,0.1,0.69,4.03,2014-04-12 00:00:00,2014,4,april,12
297,Star Fox 64,n64,1997,shooter,nintendo,2.78,0.58,0.64,0.04,4.03,1997-09-24 00:00:00,1997,9,september,24
298,Minecraft,ps4,2014,misc,sony computer entertainment europe,1.38,1.87,0.12,0.65,4.02,2014-09-15 00:00:00,2014,9,september,15
299,Golf,nes,1984,sports,nintendo,1.22,0.28,2.46,0.04,4.01,1984-12-25 00:00:00,1984,12,december,25
300,Fallout 3,ps3,2008,role-playing,bethesda softworks,2.15,1.2,0.07,0.59,4.01,2008-09-27 00:00:00,2008,9,september,27
301,Professor Layton and the Diabolical Box,ds,2007,puzzle,nintendo,0.92,1.78,0.92,0.37,4.0,2007-12-26 00:00:00,2007,12,december,26
302,Left 4 Dead 2,x360,2009,shooter,electronic arts,2.67,0.89,0.05,0.37,3.99,2009-05-29 00:00:00,2009,5,may,29
303,Namco Museum: 50th Anniversary,ps2,2005,misc,namco bandai games,2.08,1.35,0.0,0.54,3.98,2005-07-31 00:00:00,2005,7,july,31
304,EA Sports Active,wii,2009,sports,electronic arts,2.1,1.36,0.06,0.4,3.92,2009-09-04 00:00:00,2009,9,september,4
305,Assassin's Creed: Unity,ps4,2014,action,ubisoft,1.18,1.96,0.08,0.7,3.92,2014-11-10 00:00:00,2014,11,november,10
306,Donkey Kong Land,gb,1994,platform,nintendo,1.97,0.76,1.07,0.11,3.91,1994-01-06 00:00:00,1994,1,january,6
307,Tony Hawk's Underground,ps2,2003,sports,activision,2.29,1.17,0.01,0.42,3.9,2003-08-14 00:00:00,2003,8,august,14
308,Assassin's Creed IV: Black Flag,ps3,2013,action,ubisoft,1.33,1.71,0.13,0.73,3.89,2013-04-01 00:00:00,2013,4,april,1
309,Monster Hunter 4 Ultimate,3ds,2014,role-playing,nintendo,0.67,0.49,2.62,0.11,3.89,2014-10-19 00:00:00,2014,10,october,19
310,MotorStorm,ps3,2006,racing,sony computer entertainment,1.53,1.61,0.06,0.67,3.88,2006-01-15 00:00:00,2006,1,january,15
311,The Elder Scrolls V: Skyrim,pc,2011,role-playing,bethesda softworks,1.15,2.09,0.0,0.64,3.88,2011-09-29 00:00:00,2011,9,september,29
312,Tekken 5,ps2,2005,fighting,namco bandai games,0.93,1.94,0.31,0.7,3.87,2005-03-02 00:00:00,2005,3,march,2
313,Dragon Warrior III,nes,1988,role-playing,enix corporation,0.1,0.0,3.77,0.0,3.87,1988-03-09 00:00:00,1988,3,march,9
314,Sports Champions,ps3,2010,sports,sony computer entertainment,2.12,1.14,0.1,0.51,3.87,2010-08-29 00:00:00,2010,8,august,29
315,NBA 2K16,ps4,2015,sports,take-two interactive,2.48,0.65,0.03,0.69,3.85,2015-05-15 00:00:00,2015,5,may,15
316,World Soccer Winning Eleven 8 International,ps2,2004,sports,konami digital entertainment,0.16,1.89,1.12,0.68,3.85,2004-12-15 00:00:00,2004,12,december,15
317,Flash Focus: Vision Training in Minutes a Day,ds,2007,misc,nintendo,0.87,1.57,1.05,0.35,3.84,2007-06-10 00:00:00,2007,6,june,10
318,Namco Museum Vol.1,ps,1995,misc,sony computer entertainment,2.12,1.44,0.22,0.06,3.84,1995-05-17 00:00:00,1995,5,may,17
319,The Legend of Zelda: Link's Awakening,gb,1992,action,nintendo,2.21,0.96,0.54,0.13,3.83,1992-06-14 00:00:00,1992,6,june,14
320,Mario & Luigi: Bowser's Inside Story,ds,2009,role-playing,nintendo,2.26,0.48,0.81,0.27,3.83,2009-03-27 00:00:00,2009,3,march,27
321,Big Brain Academy: Wii Degree,wii,2007,misc,nintendo,1.06,1.93,0.41,0.43,3.82,2007-05-17 00:00:00,2007,5,may,17
322,Nintendogs + cats,3ds,2011,simulation,nintendo,1.44,1.37,0.73,0.27,3.81,2011-09-10 00:00:00,2011,9,september,10
323,Batman: Arkham Knight,ps4,2015,action,warner bros. interactive entertainment,1.49,1.58,0.1,0.61,3.79,2015-09-12 00:00:00,2015,9,september,12
324,Mario & Sonic at the London 2012 Olympic Games,wii,2011,sports,sega,1.14,1.91,0.27,0.46,3.78,2011-02-02 00:00:00,2011,2,february,2
325,LEGO Indiana Jones: The Original Adventures,x360,2008,action,activision,2.4,1.03,0.0,0.36,3.78,2008-09-09 00:00:00,2008,9,september,9
326,Resident Evil Director's Cut,ps,1996,action,virgin interactive,1.82,1.24,0.47,0.25,3.77,1996-01-28 00:00:00,1996,1,january,28
327,Ratchet & Clank: Size Matters,psp,2007,platform,sony computer entertainment,1.4,1.4,0.1,0.87,3.77,2007-10-03 00:00:00,2007,10,october,3
328,Just Dance 2014,wii,2013,misc,ubisoft,1.98,1.47,0.0,0.32,3.76,2013-02-18 00:00:00,2013,2,february,18
329,The Sims: Unleashed,pc,2002,simulation,electronic arts,2.03,1.56,0.0,0.17,3.76,2002-07-20 00:00:00,2002,7,july,20
330,Super Paper Mario,wii,2007,platform,nintendo,1.98,0.88,0.59,0.32,3.76,2007-09-09 00:00:00,2007,9,september,9
331,Harry Potter and the Sorcerer's Stone,ps,2001,action,electronic arts,1.37,2.0,0.14,0.22,3.73,2001-04-14 00:00:00,2001,4,april,14
332,The Witcher 3: Wild Hunt,ps4,2015,role-playing,namco bandai games,0.96,2.0,0.21,0.56,3.73,2015-03-24 00:00:00,2015,3,march,24
333,Resident Evil 3: Nemesis,ps,1999,action,eidos interactive,1.3,0.77,1.54,0.11,3.72,1999-03-22 00:00:00,1999,3,march,22
334,Spyro: Year of the Dragon,ps,2000,platform,sony computer entertainment,1.93,1.58,0.0,0.19,3.71,2000-10-22 00:00:00,2000,10,october,22
335,FIFA Soccer 2005,ps2,2004,sports,electronic arts,0.58,2.48,0.04,0.59,3.7,2004-01-03 00:00:00,2004,1,january,3
336,Pokémon Trading Card Game,gb,1998,strategy,nintendo,1.49,0.73,1.38,0.1,3.7,1998-05-17 00:00:00,1998,5,may,17
337,Battlefield 4,ps3,2013,shooter,electronic arts,1.3,1.51,0.27,0.61,3.69,2013-06-15 00:00:00,2013,6,june,15
338,MySims,ds,2007,simulation,electronic arts,1.59,1.61,0.08,0.41,3.69,2007-07-13 00:00:00,2007,7,july,13
339,Friend Collection,ds,2009,misc,nintendo,0.0,0.0,3.67,0.0,3.67,2009-05-01 00:00:00,2009,5,may,1
340,Tony Hawk's Pro Skater 4,ps2,2002,sports,activision,2.13,1.18,0.01,0.35,3.67,2002-01-08 00:00:00,2002,1,january,8
341,Midnight Club 3: DUB Edition,psp,2005,racing,take-two interactive,1.65,1.22,0.0,0.79,3.66,2005-03-03 00:00:00,2005,3,march,3
342,Banjo-Kazooie,n64,1998,platform,nintendo,1.87,1.13,0.55,0.1,3.65,1998-09-30 00:00:00,1998,9,september,30
343,SOCOM: U.S. Navy SEALs,ps2,2002,shooter,sony computer entertainment,2.53,0.81,0.06,0.24,3.65,2002-09-30 00:00:00,2002,9,september,30
344,Guitar Hero: World Tour,wii,2008,misc,activision,2.33,0.97,0.0,0.35,3.65,2008-10-25 00:00:00,2008,10,october,25
345,Gran Turismo 6,ps3,2013,racing,sony computer entertainment,0.71,1.8,0.4,0.74,3.64,2013-02-14 00:00:00,2013,2,february,14
346,Jak and Daxter: The Precursor Legacy,ps2,2001,platform,sony computer entertainment,2.08,1.09,0.15,0.33,3.64,2001-02-11 00:00:00,2001,2,february,11
347,Pokemon Snap,n64,1999,simulation,nintendo,2.23,0.68,0.66,0.06,3.63,1999-07-02 00:00:00,1999,7,july,2
348,FIFA Soccer 10,ps3,2009,sports,electronic arts,0.6,2.46,0.05,0.52,3.63,2009-07-06 00:00:00,2009,7,july,6
349,Pro Evolution Soccer 2008,ps2,2007,sports,konami digital entertainment,0.05,0.0,0.64,2.93,3.63,2007-05-29 00:00:00,2007,5,may,29
350,Call of Duty: Ghosts,ps4,2013,shooter,activision,1.78,1.42,0.05,0.38,3.63,2013-10-03 00:00:00,2013,10,october,3
351,Resident Evil 4,ps2,2005,action,capcom,2.08,0.83,0.46,0.25,3.62,2005-06-29 00:00:00,2005,6,june,29
352,Tom Clancy's The Division,ps4,2016,shooter,ubisoft,1.28,1.61,0.15,0.57,3.61,2016-11-29 00:00:00,2016,11,november,29
353,Star Wars: Battlefront,ps2,2004,shooter,lucasarts,1.93,1.22,0.03,0.44,3.61,2004-04-21 00:00:00,2004,4,april,21
354,Doom II: Hell on Earth,pc,1994,shooter,virgin interactive,2.05,1.4,0.0,0.16,3.61,1994-02-16 00:00:00,1994,2,february,16
355,The Simpsons: Road Rage,ps2,2001,racing,electronic arts,2.02,1.17,0.0,0.42,3.61,2001-08-15 00:00:00,2001,8,august,15
356,Cooking Mama 2: Dinner With Friends,ds,2007,simulation,505 games,1.61,1.5,0.1,0.39,3.61,2007-04-28 00:00:00,2007,4,april,28
357,Luigi's Mansion,gc,2001,action,nintendo,2.38,0.67,0.46,0.1,3.6,2001-07-22 00:00:00,2001,7,july,22
358,Star Wars: Battlefront II,ps2,2005,shooter,lucasarts,2.18,1.02,0.03,0.37,3.59,2005-08-17 00:00:00,2005,8,august,17
359,WWF SmackDown!,ps,2000,fighting,thq,2.01,1.35,0.06,0.16,3.58,2000-08-28 00:00:00,2000,8,august,28
360,Croc: Legend of the Gobbos,ps,1997,platform,fox interactive,1.57,1.79,0.0,0.2,3.56,1997-10-28 00:00:00,1997,10,october,28
361,Grand Theft Auto: Liberty City Stories,ps2,2006,action,take-two interactive,1.56,1.4,0.07,0.5,3.54,2006-02-14 00:00:00,2006,2,february,14
362,The Getaway,ps2,2002,action,sony computer entertainment,1.23,1.77,0.05,0.49,3.54,2002-12-23 00:00:00,2002,12,december,23
363,Tomb Raider III: Adventures of Lara Croft,ps,1997,action,eidos interactive,1.66,1.58,0.12,0.18,3.54,1997-11-27 00:00:00,1997,11,november,27
364,James Bond 007: Agent Under Fire,ps2,2001,shooter,electronic arts,1.9,1.13,0.1,0.41,3.53,2001-04-11 00:00:00,2001,4,april,11
365,LEGO Star Wars: The Video Game,ps2,2005,action,eidos interactive,1.98,1.14,0.01,0.41,3.53,2005-08-25 00:00:00,2005,8,august,25
366,Battlefield 4,x360,2013,shooter,electronic arts,2.14,1.08,0.02,0.29,3.53,2013-03-20 00:00:00,2013,3,march,20
367,FIFA Soccer 11,x360,2010,sports,electronic arts,0.71,2.4,0.02,0.4,3.53,2010-12-28 00:00:00,2010,12,december,28
368,Rugrats in Paris: The Movie,ps,2000,action,thq,1.96,1.33,0.0,0.23,3.52,2000-05-08 00:00:00,2000,5,may,8
369,Spyro 2: Ripto's Rage!,ps,1999,platform,sony computer entertainment,2.14,1.21,0.01,0.17,3.52,1999-02-27 00:00:00,1999,2,february,27
370,Left 4 Dead,x360,2008,shooter,electronic arts,2.66,0.5,0.05,0.3,3.52,2008-09-08 00:00:00,2008,9,september,8
371,Mario & Sonic at the Olympic Winter Games,ds,2009,sports,sega,1.22,1.66,0.27,0.38,3.52,2009-01-17 00:00:00,2009,1,january,17
372,Resident Evil 5,x360,2009,action,capcom,2.11,0.94,0.12,0.34,3.51,2009-02-28 00:00:00,2009,2,february,28
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,snes,1996,platform,nintendo,1.17,0.5,1.75,0.08,3.51,1996-12-03 00:00:00,1996,12,december,3
374,Assassin's Creed: Brotherhood,x360,2010,action,ubisoft,2.84,0.39,0.03,0.24,3.5,2010-05-02 00:00:00,2010,5,may,2
375,Kung Fu,nes,1985,action,nintendo,1.64,0.38,1.42,0.06,3.5,1985-12-23 00:00:00,1985,12,december,23
376,Batman: Arkham Asylum,x360,2009,action,eidos interactive,2.2,0.97,0.02,0.31,3.5,2009-12-23 00:00:00,2009,12,december,23
377,Clubhouse Games,ds,2006,misc,nintendo,0.59,1.83,0.73,0.35,3.5,2006-05-08 00:00:00,2006,5,may,8
